NIS,NL,FR,Arro_NL,Arro_FR,Prov_NL,Prov_FR,Reg_NL,Reg_FR
71070,Heusden-Zolder,Heusden-Zolder,Hasselt,Hasselt,Limburg,Limbourg,Vlaams Gewest,Région flamande
72003,Bocholt,Bocholt,Maaseik,Maaseik,Limburg,Limbourg,Vlaams Gewest,Région flamande
72004,Bree,Bree,Maaseik,Maaseik,Limburg,Limbourg,Vlaams Gewest,Région flamande
72018,Kinrooi,Kinrooi,Maaseik,Maaseik,Limburg,Limbourg,Vlaams Gewest,Région flamande
72020,Lommel,Lommel,Maaseik,Maaseik,Limburg,Limbourg,Vlaams Gewest,Région flamande
72021,Maaseik,Maaseik,Maaseik,Maaseik,Limburg,Limbourg,Vlaams Gewest,Région flamande
72025,Neerpelt,Neerpelt,Maaseik,Maaseik,Limburg,Limbourg,Vlaams Gewest,Région flamande
72029,Overpelt,Overpelt,Maaseik,Maaseik,Limburg,Limbourg,Vlaams Gewest,Région flamande
72030,Peer,Peer,Maaseik,Maaseik,Limburg,Limbourg,Vlaams Gewest,Région flamande
72037,Hamont-Achel,Hamont-Achel,Maaseik,Maaseik,Limburg,Limbourg,Vlaams Gewest,Région flamande
72038,Hechtel-Eksel,Hechtel-Eksel,Maaseik,Maaseik,Limburg,Limbourg,Vlaams Gewest,Région flamande
72039,Houthalen-Helchteren,Houthalen-Helchteren,Maaseik,Maaseik,Limburg,Limbourg,Vlaams Gewest,Région flamande
72040,Meeuwen-Gruitrode,Meeuwen-Gruitrode,Maaseik,Maaseik,Limburg,Limbourg,Vlaams Gewest,Région flamande
72041,Dilsen-Stokkem,Dilsen-Stokkem,Maaseik,Maaseik,Limburg,Limbourg,Vlaams Gewest,Région flamande
73001,Alken,Alken,Tongeren,Tongres,Limburg,Limbourg,Vlaams Gewest,Région flamande
73006,Bilzen,Bilzen,Tongeren,Tongres,Limburg,Limbourg,Vlaams Gewest,Région flamande
73009,Borgloon,Looz,Tongeren,Tongres,Limburg,Limbourg,Vlaams Gewest,Région flamande
73022,Heers,Heers,Tongeren,Tongres,Limburg,Limbourg,Vlaams Gewest,Région flamande
73028,Herstappe,Herstappe,Tongeren,Tongres,Limburg,Limbourg,Vlaams Gewest,Région flamande
73032,Hoeselt,Hoeselt,Tongeren,Tongres,Limburg,Limbourg,Vlaams Gewest,Région flamande
73040,Kortessem,Kortessem,Tongeren,Tongres,Limburg,Limbourg,Vlaams Gewest,Région flamande
73042,Lanaken,Lanaken,Tongeren,Tongres,Limburg,Limbourg,Vlaams Gewest,Région flamande
73066,Riemst,Riemst,Tongeren,Tongres,Limburg,Limbourg,Vlaams Gewest,Région flamande
73083,Tongeren,Tongres,Tongeren,Tongres,Limburg,Limbourg,Vlaams Gewest,Région flamande
73098,Wellen,Wellen,Tongeren,Tongres,Limburg,Limbourg,Vlaams Gewest,Région flamande
73107,Maasmechelen,Maasmechelen,Tongeren,Tongres,Limburg,Limbourg,Vlaams Gewest,Région flamande
73109,Voeren,Fourons,Tongeren,Tongres,Limburg,Limbourg,Vlaams Gewest,Région flamande
81001,Aarlen,Arlon,Aarlen,Arlon,Luxemburg,Luxembourg,Waals Gewest,Région wallonne
81003,Attert,Attert,Aarlen,Arlon,Luxemburg,Luxembourg,Waals Gewest,Région wallonne
81004,Aubange,Aubange,Aarlen,Arlon,Luxemburg,Luxembourg,Waals Gewest,Région wallonne
81013,Martelange,Martelange,Aarlen,Arlon,Luxemburg,Luxembourg,Waals Gewest,Région wallonne
81015,Messancy,Messancy,Aarlen,Arlon,Luxemburg,Luxembourg,Waals Gewest,Région wallonne
82003,Bastenaken,Bastogne,Bastenaken,Bastogne,Luxemburg,Luxembourg,Waals Gewest,Région wallonne
82005,Bertogne,Bertogne,Bastenaken,Bastogne,Luxemburg,Luxembourg,Waals Gewest,Région wallonne
82009,Fauvillers,Fauvillers,Bastenaken,Bastogne,Luxemburg,Luxembourg,Waals Gewest,Région wallonne
82014,Houffalize,Houffalize,Bastenaken,Bastogne,Luxemburg,Luxembourg,Waals Gewest,Région wallonne
82032,Vielsalm,Vielsalm,Bastenaken,Bastogne,Luxemburg,Luxembourg,Waals Gewest,Région wallonne
82036,Vaux-sur-Sûre,Vaux-sur-Sûre,Bastenaken,Bastogne,Luxemburg,Luxembourg,Waals Gewest,Région wallonne
82037,Gouvy,Gouvy,Bastenaken,Bastogne,Luxemburg,Luxembourg,Waals Gewest,Région wallonne
82038,Sainte-Ode,Sainte-Ode,Bastenaken,Bastogne,Luxemburg,Luxembourg,Waals Gewest,Région wallonne
83012,Durbuy,Durbuy,Marche-en-Famenne,Marche-en-Famenne,Luxemburg,Luxembourg,Waals Gewest,Région wallonne
83013,Erezée,Erezée,Marche-en-Famenne,Marche-en-Famenne,Luxemburg,Luxembourg,Waals Gewest,Région wallonne
83028,Hotton,Hotton,Marche-en-Famenne,Marche-en-Famenne,Luxemburg,Luxembourg,Waals Gewest,Région wallonne
83031,La Roche-en-Ardenne,La Roche-en-Ardenne,Marche-en-Famenne,Marche-en-Famenne,Luxemburg,Luxembourg,Waals Gewest,Région wallonne
83034,Marche-en-Famenne,Marche-en-Famenne,Marche-en-Famenne,Marche-en-Famenne,Luxemburg,Luxembourg,Waals Gewest,Région wallonne
83040,Nassogne,Nassogne,Marche-en-Famenne,Marche-en-Famenne,Luxemburg,Luxembourg,Waals Gewest,Région wallonne
83044,Rendeux,Rendeux,Marche-en-Famenne,Marche-en-Famenne,Luxemburg,Luxembourg,Waals Gewest,Région wallonne
83049,Tenneville,Tenneville,Marche-en-Famenne,Marche-en-Famenne,Luxemburg,Luxembourg,Waals Gewest,Région wallonne
83055,Manhay,Manhay,Marche-en-Famenne,Marche-en-Famenne,Luxemburg,Luxembourg,Waals Gewest,Région wallonne
84009,Bertrix,Bertrix,Neufchâteau,Neufchâteau,Luxemburg,Luxembourg,Waals Gewest,Région wallonne
84010,Bouillon,Bouillon,Neufchâteau,Neufchâteau,Luxemburg,Luxembourg,Waals Gewest,Région wallonne
84016,Daverdisse,Daverdisse,Neufchâteau,Neufchâteau,Luxemburg,Luxembourg,Waals Gewest,Région wallonne
84029,Herbeumont,Herbeumont,Neufchâteau,Neufchâteau,Luxemburg,Luxembourg,Waals Gewest,Région wallonne
84033,Léglise,Léglise,Neufchâteau,Neufchâteau,Luxemburg,Luxembourg,Waals Gewest,Région wallonne
84035,Libin,Libin,Neufchâteau,Neufchâteau,Luxemburg,Luxembourg,Waals Gewest,Région wallonne
84043,Neufchâteau,Neufchâteau,Neufchâteau,Neufchâteau,Luxemburg,Luxembourg,Waals Gewest,Région wallonne
84050,Paliseul,Paliseul,Neufchâteau,Neufchâteau,Luxemburg,Luxembourg,Waals Gewest,Région wallonne
84059,Saint-Hubert,Saint-Hubert,Neufchâteau,Neufchâteau,Luxemburg,Luxembourg,Waals Gewest,Région wallonne
84068,Tellin,Tellin,Neufchâteau,Neufchâteau,Luxemburg,Luxembourg,Waals Gewest,Région wallonne
84075,Wellin,Wellin,Neufchâteau,Neufchâteau,Luxemburg,Luxembourg,Waals Gewest,Région wallonne
84077,Libramont-Chevigny,Libramont-Chevigny,Neufchâteau,Neufchâteau,Luxemburg,Luxembourg,Waals Gewest,Région wallonne
85007,Chiny,Chiny,Virton,Virton,Luxemburg,Luxembourg,Waals Gewest,Région wallonne
85009,Etalle,Etalle,Virton,Virton,Luxemburg,Luxembourg,Waals Gewest,Région wallonne
85011,Florenville,Florenville,Virton,Virton,Luxemburg,Luxembourg,Waals Gewest,Région wallonne
85024,Meix-devant-Virton,Meix-devant-Virton,Virton,Virton,Luxemburg,Luxembourg,Waals Gewest,Région wallonne
85026,Musson,Musson,Virton,Virton,Luxemburg,Luxembourg,Waals Gewest,Région wallonne
85034,Saint-Léger,Saint-Léger,Virton,Virton,Luxemburg,Luxembourg,Waals Gewest,Région wallonne
85039,Tintigny,Tintigny,Virton,Virton,Luxemburg,Luxembourg,Waals Gewest,Région wallonne
85045,Virton,Virton,Virton,Virton,Luxemburg,Luxembourg,Waals Gewest,Région wallonne
85046,Habay,Habay,Virton,Virton,Luxemburg,Luxembourg,Waals Gewest,Région wallonne
85047,Rouvroy,Rouvroy,Virton,Virton,Luxemburg,Luxembourg,Waals Gewest,Région wallonne
91005,Anhée,Anhée,Dinant,Dinant,Namen,Namur,Waals Gewest,Région wallonne
91013,Beauraing,Beauraing,Dinant,Dinant,Namen,Namur,Waals Gewest,Région wallonne
91015,Bièvre,Bièvre,Dinant,Dinant,Namen,Namur,Waals Gewest,Région wallonne
91030,Ciney,Ciney,Dinant,Dinant,Namen,Namur,Waals Gewest,Région wallonne
91034,Dinant,Dinant,Dinant,Dinant,Namen,Namur,Waals Gewest,Région wallonne
91054,Gedinne,Gedinne,Dinant,Dinant,Namen,Namur,Waals Gewest,Région wallonne
91059,Hamois,Hamois,Dinant,Dinant,Namen,Namur,Waals Gewest,Région wallonne
91064,Havelange,Havelange,Dinant,Dinant,Namen,Namur,Waals Gewest,Région wallonne
91072,Houyet,Houyet,Dinant,Dinant,Namen,Namur,Waals Gewest,Région wallonne
91103,Onhaye,Onhaye,Dinant,Dinant,Namen,Namur,Waals Gewest,Région wallonne
91114,Rochefort,Rochefort,Dinant,Dinant,Namen,Namur,Waals Gewest,Région wallonne
91120,Somme-Leuze,Somme-Leuze,Dinant,Dinant,Namen,Namur,Waals Gewest,Région wallonne
91141,Yvoir,Yvoir,Dinant,Dinant,Namen,Namur,Waals Gewest,Région wallonne
91142,Hastière,Hastière,Dinant,Dinant,Namen,Namur,Waals Gewest,Région wallonne
91143,Vresse-sur-Semois,Vresse-sur-Semois,Dinant,Dinant,Namen,Namur,Waals Gewest,Région wallonne
92003,Andenne,Andenne,Namen,Namur,Namen,Namur,Waals Gewest,Région wallonne
92006,Assesse,Assesse,Namen,Namur,Namen,Namur,Waals Gewest,Région wallonne
92035,Eghezée,Eghezée,Namen,Namur,Namen,Namur,Waals Gewest,Région wallonne
92045,Floreffe,Floreffe,Namen,Namur,Namen,Namur,Waals Gewest,Région wallonne
92048,Fosses-la-Ville,Fosses-la-Ville,Namen,Namur,Namen,Namur,Waals Gewest,Région wallonne
92054,Gesves,Gesves,Namen,Namur,Namen,Namur,Waals Gewest,Région wallonne
92087,Mettet,Mettet,Namen,Namur,Namen,Namur,Waals Gewest,Région wallonne
92094,Namen,Namur,Namen,Namur,Namen,Namur,Waals Gewest,Région wallonne
92097,Ohey,Ohey,Namen,Namur,Namen,Namur,Waals Gewest,Région wallonne
92101,Profondeville,Profondeville,Namen,Namur,Namen,Namur,Waals Gewest,Région wallonne
92114,Sombreffe,Sombreffe,Namen,Namur,Namen,Namur,Waals Gewest,Région wallonne
92137,Sambreville,Sambreville,Namen,Namur,Namen,Namur,Waals Gewest,Région wallonne
92138,Fernelmont,Fernelmont,Namen,Namur,Namen,Namur,Waals Gewest,Région wallonne
92140,Jemeppe-sur-Sambre,Jemeppe-sur-Sambre,Namen,Namur,Namen,Namur,Waals Gewest,Région wallonne
92141,La Bruyère,La Bruyère,Namen,Namur,Namen,Namur,Waals Gewest,Région wallonne
92142,Gembloux,Gembloux,Namen,Namur,Namen,Namur,Waals Gewest,Région wallonne
93010,Cerfontaine,Cerfontaine,Philippeville,Philippeville,Namen,Namur,Waals Gewest,Région wallonne
93014,Couvin,Couvin,Philippeville,Philippeville,Namen,Namur,Waals Gewest,Région wallonne
93018,Doische,Doische,Philippeville,Philippeville,Namen,Namur,Waals Gewest,Région wallonne
93022,Florennes,Florennes,Philippeville,Philippeville,Namen,Namur,Waals Gewest,Région wallonne
93056,Philippeville,Philippeville,Philippeville,Philippeville,Namen,Namur,Waals Gewest,Région wallonne
93088,Walcourt,Walcourt,Philippeville,Philippeville,Namen,Namur,Waals Gewest,Région wallonne
93090,Viroinval,Viroinval,Philippeville,Philippeville,Namen,Namur,Waals Gewest,Région wallonne
